"gene","pct.1","pct.2","description","pct_treated_cells_minus_pct_ctrl"
"GIGYF1",0.078,0.185,"GRB10 interacting GYF protein 1 [Source:HGNC Symbol;Acc:HGNC:9126]",0.107
"RAB18",0.078,0.185,"RAB18, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:14244]",0.107
"PNPLA2",0.078,0.185,"patatin like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802]",0.107
"WDR74",0.078,0.185,"WD repeat domain 74 [Source:HGNC Symbol;Acc:HGNC:25529]",0.107
"DDX54",0.078,0.185,"DEAD-box helicase 54 [Source:HGNC Symbol;Acc:HGNC:20084]",0.107
"DERL2",0.078,0.185,"derlin 2 [Source:HGNC Symbol;Acc:HGNC:17943]",0.107
"EXOC7",0.078,0.185,"exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]",0.107
"SMAD2",0.078,0.185,"SMAD family member 2 [Source:HGNC Symbol;Acc:HGNC:6768]",0.107
"CTNNB1",0.118,0.222,"catenin beta 1 [Source:HGNC Symbol;Acc:HGNC:2514]",0.10400000000000001
"IRF3",0.118,0.222,"interferon regulatory factor 3 [Source:HGNC Symbol;Acc:HGNC:6118]",0.10400000000000001
"IRF8",0.304,0.407,"interferon regulatory factor 8 [Source:HGNC Symbol;Acc:HGNC:5358]",0.10299999999999998
"KXD1",0.049,0.148,"KxDL motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28420]",0.09899999999999999
"PEG10",0.049,0.148,"paternally expressed 10 [Source:HGNC Symbol;Acc:HGNC:14005]",0.09899999999999999
"LRCH4",0.049,0.148,"leucine rich repeats and calponin homology domain containing 4 [Source:HGNC Symbol;Acc:HGNC:6691]",0.09899999999999999
"BLOC1S6",0.049,0.148,"biogenesis of lysosomal organelles complex 1 subunit 6 [Source:HGNC Symbol;Acc:HGNC:8549]",0.09899999999999999
"ATF7IP2",0.049,0.148,"activating transcription factor 7 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:20397]",0.09899999999999999
"TIPRL",0.049,0.148,"TOR signaling pathway regulator [Source:HGNC Symbol;Acc:HGNC:30231]",0.09899999999999999
"PRKCE",0.049,0.148,"protein kinase C epsilon [Source:HGNC Symbol;Acc:HGNC:9401]",0.09899999999999999
"CLASP1",0.049,0.148,"cytoplasmic linker associated protein 1 [Source:HGNC Symbol;Acc:HGNC:17088]",0.09899999999999999
"SESTD1",0.049,0.148,"SEC14 and spectrin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18379]",0.09899999999999999
"INO80D",0.049,0.148,"INO80 complex subunit D [Source:HGNC Symbol;Acc:HGNC:25997]",0.09899999999999999
"CLDND1",0.049,0.148,"claudin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:1322]",0.09899999999999999
"HTT",0.049,0.148,"huntingtin [Source:HGNC Symbol;Acc:HGNC:4851]",0.09899999999999999
"ZFYVE16",0.049,0.148,"zinc finger FYVE-type containing 16 [Source:HGNC Symbol;Acc:HGNC:20756]",0.09899999999999999
"RNF44",0.049,0.148,"ring finger protein 44 [Source:HGNC Symbol;Acc:HGNC:19180]",0.09899999999999999
"GCLC",0.049,0.148,"glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]",0.09899999999999999
"REV3L",0.049,0.148,"REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]",0.09899999999999999
"PSMC2",0.049,0.148,"proteasome 26S subunit, ATPase 2 [Source:HGNC Symbol;Acc:HGNC:9548]",0.09899999999999999
"ZYX",0.049,0.148,"zyxin [Source:HGNC Symbol;Acc:HGNC:13200]",0.09899999999999999
"PRAG1",0.049,0.148,"PEAK1 related, kinase-activating pseudokinase 1 [Source:HGNC Symbol;Acc:HGNC:25438]",0.09899999999999999
"TERF1",0.049,0.148,"telomeric repeat binding factor 1 [Source:HGNC Symbol;Acc:HGNC:11728]",0.09899999999999999
"RIC1",0.049,0.148,"RIC1 homolog, RAB6A GEF complex partner 1 [Source:HGNC Symbol;Acc:HGNC:17686]",0.09899999999999999
"CCDC107",0.049,0.148,"coiled-coil domain containing 107 [Source:HGNC Symbol;Acc:HGNC:28465]",0.09899999999999999
"CDK5RAP2",0.049,0.148,"CDK5 regulatory subunit associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18672]",0.09899999999999999
"RABL6",0.049,0.148,"RAB, member RAS oncogene family like 6 [Source:HGNC Symbol;Acc:HGNC:24703]",0.09899999999999999
"PRPF18",0.049,0.148,"pre-mRNA processing factor 18 [Source:HGNC Symbol;Acc:HGNC:17351]",0.09899999999999999
"SMNDC1",0.049,0.148,"survival motor neuron domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16900]",0.09899999999999999
"RAB11FIP2",0.049,0.148,"RAB11 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:29152]",0.09899999999999999
"TNNI2",0.049,0.148,"troponin I2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11946]",0.09899999999999999
"CARS",0.049,0.148,"cysteinyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:1493]",0.09899999999999999
"LARGE2",0.049,0.148,"LARGE xylosyl- and glucuronyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:16522]",0.09899999999999999
"PATL1",0.049,0.148,"PAT1 homolog 1, processing body mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:26721]",0.09899999999999999
"FAM76B",0.049,0.148,"family with sequence similarity 76 member B [Source:HGNC Symbol;Acc:HGNC:28492]",0.09899999999999999
"ITFG2",0.049,0.148,"integrin alpha FG-GAP repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:30879]",0.09899999999999999
"PYM1",0.049,0.148,"PYM homolog 1, exon junction complex associated factor [Source:HGNC Symbol;Acc:HGNC:30258]",0.09899999999999999
"TBK1",0.049,0.148,"TANK binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:11584]",0.09899999999999999
"ZDHHC20",0.049,0.148,"zinc finger DHHC-type containing 20 [Source:HGNC Symbol;Acc:HGNC:20749]",0.09899999999999999
"RIN3",0.049,0.148,"Ras and Rab interactor 3 [Source:HGNC Symbol;Acc:HGNC:18751]",0.09899999999999999
"BTBD7",0.049,0.148,"BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]",0.09899999999999999
"NIPA2",0.049,0.148,"NIPA magnesium transporter 2 [Source:HGNC Symbol;Acc:HGNC:17044]",0.09899999999999999
"MAP2K1",0.049,0.148,"mitogen-activated protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6840]",0.09899999999999999
"RANGRF",0.049,0.148,"RAN guanine nucleotide release factor [Source:HGNC Symbol;Acc:HGNC:17679]",0.09899999999999999
"ATP6V0A1",0.049,0.148,"ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]",0.09899999999999999
"MAP3K14",0.049,0.148,"mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]",0.09899999999999999
"DCXR",0.049,0.148,"dicarbonyl and L-xylulose reductase [Source:HGNC Symbol;Acc:HGNC:18985]",0.09899999999999999
"LINC00667",0.049,0.148,"long intergenic non-protein coding RNA 667 [Source:HGNC Symbol;Acc:HGNC:27906]",0.09899999999999999
"NARS",0.049,0.148,"asparaginyl-tRNA synthetase [Source:HGNC Symbol;Acc:HGNC:7643]",0.09899999999999999
"CIC",0.049,0.148,"capicua transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:14214]",0.09899999999999999
"BCAT2",0.049,0.148,"branched chain amino acid transaminase 2 [Source:HGNC Symbol;Acc:HGNC:977]",0.09899999999999999
"PSMF1",0.049,0.148,"proteasome inhibitor subunit 1 [Source:HGNC Symbol;Acc:HGNC:9571]",0.09899999999999999
"DDX27",0.049,0.148,"DEAD-box helicase 27 [Source:HGNC Symbol;Acc:HGNC:15837]",0.09899999999999999
"PRR14L",0.049,0.148,"proline rich 14 like [Source:HGNC Symbol;Acc:HGNC:28738]",0.09899999999999999
"SAMM50",0.049,0.148,"SAMM50 sorting and assembly machinery component [Source:HGNC Symbol;Acc:HGNC:24276]",0.09899999999999999
"TRAPPC2",0.049,0.148,"trafficking protein particle complex 2 [Source:HGNC Symbol;Acc:HGNC:23068]",0.09899999999999999
"KLF8",0.049,0.148,"Kruppel like factor 8 [Source:HGNC Symbol;Acc:HGNC:6351]",0.09899999999999999
"TCEAL4",0.049,0.148,"transcription elongation factor A like 4 [Source:HGNC Symbol;Acc:HGNC:26121]",0.09899999999999999
"RNF113A",0.049,0.148,"ring finger protein 113A [Source:HGNC Symbol;Acc:HGNC:12974]",0.09899999999999999
"FAM3A",0.049,0.148,"family with sequence similarity 3 member A [Source:HGNC Symbol;Acc:HGNC:13749]",0.09899999999999999
"RSRP1",0.235,0.333,"arginine and serine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:25234]",0.09800000000000003
"GON4L",0.088,0.185,"gon-4 like [Source:HGNC Symbol;Acc:HGNC:25973]",0.097
"TLE4",0.088,0.185,"TLE family member 4, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11840]",0.097
"LRP10",0.088,0.185,"LDL receptor related protein 10 [Source:HGNC Symbol;Acc:HGNC:14553]",0.097
"CREBRF",0.088,0.185,"CREB3 regulatory factor [Source:HGNC Symbol;Acc:HGNC:24050]",0.097
"PSPC1",0.088,0.185,"paraspeckle component 1 [Source:HGNC Symbol;Acc:HGNC:20320]",0.097
"DERL3",0.088,0.185,"derlin 3 [Source:HGNC Symbol;Acc:HGNC:14236]",0.097
"CCDC91",0.088,0.185,"coiled-coil domain containing 91 [Source:HGNC Symbol;Acc:HGNC:24855]",0.097
"METTL8",0.088,0.185,"methyltransferase like 8 [Source:HGNC Symbol;Acc:HGNC:25856]",0.097
"ABTB1",0.088,0.185,"ankyrin repeat and BTB domain containing 1 [Source:HGNC Symbol;Acc:HGNC:18275]",0.097
"SYNCRIP",0.088,0.185,"synaptotagmin binding cytoplasmic RNA interacting protein [Source:HGNC Symbol;Acc:HGNC:16918]",0.097
"SHARPIN",0.088,0.185,"SHANK associated RH domain interactor [Source:HGNC Symbol;Acc:HGNC:25321]",0.097
"PSMA4",0.088,0.185,"proteasome subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]",0.097
"TMC8",0.088,0.185,"transmembrane channel like 8 [Source:HGNC Symbol;Acc:HGNC:20474]",0.097
"PPP4R3B",0.127,0.222,"protein phosphatase 4 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:29267]",0.095
"GABPB1-AS1",0.127,0.222,"GABPB1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44157]",0.095
"SPSB3",0.127,0.222,"splA/ryanodine receptor domain and SOCS box containing 3 [Source:HGNC Symbol;Acc:HGNC:30629]",0.095
"RHOT2",0.127,0.222,"ras homolog family member T2 [Source:HGNC Symbol;Acc:HGNC:21169]",0.095
"COP1",0.02,0.111,"COP1 E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:17440]",0.091
"COPS8",0.02,0.111,"COP9 signalosome subunit 8 [Source:HGNC Symbol;Acc:HGNC:24335]",0.091
"CAPN10",0.02,0.111,"calpain 10 [Source:HGNC Symbol;Acc:HGNC:1477]",0.091
"GAR1",0.02,0.111,"GAR1 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:14264]",0.091
"ATP6V0E2",0.02,0.111,"ATPase H+ transporting V0 subunit e2 [Source:HGNC Symbol;Acc:HGNC:21723]",0.091
"R3HCC1",0.02,0.111,"R3H domain and coiled-coil containing 1 [Source:HGNC Symbol;Acc:HGNC:27329]",0.091
"MRPS28",0.02,0.111,"mitochondrial ribosomal protein S28 [Source:HGNC Symbol;Acc:HGNC:14513]",0.091
"SMARCD1",0.02,0.111,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 1 [Source:HGNC Symbol;Acc:HGNC:11106]",0.091
"NUP37",0.02,0.111,"nucleoporin 37 [Source:HGNC Symbol;Acc:HGNC:29929]",0.091
"KCTD10",0.02,0.111,"potassium channel tetramerization domain containing 10 [Source:HGNC Symbol;Acc:HGNC:23236]",0.091
"WDR61",0.02,0.111,"WD repeat domain 61 [Source:HGNC Symbol;Acc:HGNC:30300]",0.091
"GPT2",0.02,0.111,"glutamic--pyruvic transaminase 2 [Source:HGNC Symbol;Acc:HGNC:18062]",0.091
"IFI35",0.02,0.111,"interferon induced protein 35 [Source:HGNC Symbol;Acc:HGNC:5399]",0.091
"MYO1F",0.02,0.111,"myosin IF [Source:HGNC Symbol;Acc:HGNC:7600]",0.091
"SF3A1",0.02,0.111,"splicing factor 3a subunit 1 [Source:HGNC Symbol;Acc:HGNC:10765]",0.091
"PET100",0.206,0.296,"PET100 cytochrome c oxidase chaperone [Source:HGNC Symbol;Acc:HGNC:40038]",0.09
"PACS1",0.059,0.148,"phosphofurin acidic cluster sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:30032]",0.089
"PHACTR1",0.059,0.148,"phosphatase and actin regulator 1 [Source:HGNC Symbol;Acc:HGNC:20990]",0.089
"PILRB",0.059,0.148,"paired immunoglobin like type 2 receptor beta [Source:HGNC Symbol;Acc:HGNC:18297]",0.089
"PRPF31",0.059,0.148,"pre-mRNA processing factor 31 [Source:HGNC Symbol;Acc:HGNC:15446]",0.089
"KDM5C",0.059,0.148,"lysine demethylase 5C [Source:HGNC Symbol;Acc:HGNC:11114]",0.089
"FBXO44",0.059,0.148,"F-box protein 44 [Source:HGNC Symbol;Acc:HGNC:24847]",0.089
"ACBD3",0.059,0.148,"acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]",0.089
"GPBP1L1",0.059,0.148,"GC-rich promoter binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:28843]",0.089
"TBCC",0.059,0.148,"tubulin folding cofactor C [Source:HGNC Symbol;Acc:HGNC:11580]",0.089
"SNHG16",0.059,0.148,"small nucleolar RNA host gene 16 [Source:HGNC Symbol;Acc:HGNC:44352]",0.089
"KCNAB2",0.059,0.148,"potassium voltage-gated channel subfamily A regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6229]",0.089
"MIIP",0.059,0.148,"migration and invasion inhibitory protein [Source:HGNC Symbol;Acc:HGNC:25715]",0.089
"TMEM222",0.059,0.148,"transmembrane protein 222 [Source:HGNC Symbol;Acc:HGNC:25363]",0.089
"LCK",0.059,0.148,"LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]",0.089
"EFCAB14",0.059,0.148,"EF-hand calcium binding domain 14 [Source:HGNC Symbol;Acc:HGNC:29051]",0.089
"RFX5",0.059,0.148,"regulatory factor X5 [Source:HGNC Symbol;Acc:HGNC:9986]",0.089
"DAP3",0.059,0.148,"death associated protein 3 [Source:HGNC Symbol;Acc:HGNC:2673]",0.089
"KHDC4",0.059,0.148,"KH domain containing 4, pre-mRNA splicing factor [Source:HGNC Symbol;Acc:HGNC:29145]",0.089
"MPHOSPH10",0.059,0.148,"M-phase phosphoprotein 10 [Source:HGNC Symbol;Acc:HGNC:7213]",0.089
"CTDSP1",0.059,0.148,"CTD small phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:21614]",0.089
"NDUFA10",0.059,0.148,"NADH:ubiquinone oxidoreductase subunit A10 [Source:HGNC Symbol;Acc:HGNC:7684]",0.089
"SLC6A6",0.059,0.148,"solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]",0.089
"TOP2B",0.059,0.148,"DNA topoisomerase II beta [Source:HGNC Symbol;Acc:HGNC:11990]",0.089
"RASSF1",0.059,0.148,"Ras association domain family member 1 [Source:HGNC Symbol;Acc:HGNC:9882]",0.089
"ATG3",0.059,0.148,"autophagy related 3 [Source:HGNC Symbol;Acc:HGNC:20962]",0.089
"MRNIP",0.059,0.148,"MRN complex interacting protein [Source:HGNC Symbol;Acc:HGNC:30817]",0.089
"SHPRH",0.059,0.148,"SNF2 histone linker PHD RING helicase [Source:HGNC Symbol;Acc:HGNC:19336]",0.089
"RHEB",0.059,0.148,"Ras homolog, mTORC1 binding [Source:HGNC Symbol;Acc:HGNC:10011]",0.089
"IKBKB",0.059,0.148,"inhibitor of nuclear factor kappa B kinase subunit beta [Source:HGNC Symbol;Acc:HGNC:5960]",0.089
"ATP6V1H",0.059,0.148,"ATPase H+ transporting V1 subunit H [Source:HGNC Symbol;Acc:HGNC:18303]",0.089
"WASHC1",0.059,0.148,"WASH complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24361]",0.089
"SAMD8",0.059,0.148,"sterile alpha motif domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26320]",0.089
"MTG1",0.059,0.148,"mitochondrial ribosome associated GTPase 1 [Source:HGNC Symbol;Acc:HGNC:32159]",0.089
"NUP160",0.059,0.148,"nucleoporin 160 [Source:HGNC Symbol;Acc:HGNC:18017]",0.089
"FRMD8",0.059,0.148,"FERM domain containing 8 [Source:HGNC Symbol;Acc:HGNC:25462]",0.089
"THAP12",0.059,0.148,"THAP domain containing 12 [Source:HGNC Symbol;Acc:HGNC:9440]",0.089
"ZPR1",0.059,0.148,"ZPR1 zinc finger [Source:HGNC Symbol;Acc:HGNC:13051]",0.089
"ANAPC7",0.059,0.148,"anaphase promoting complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:17380]",0.089
"ANKLE2",0.059,0.148,"ankyrin repeat and LEM domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29101]",0.089
"PCID2",0.059,0.148,"PCI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25653]",0.089
"PPP1R3E",0.059,0.148,"protein phosphatase 1 regulatory subunit 3E [Source:HGNC Symbol;Acc:HGNC:14943]",0.089
"DDX42",0.059,0.148,"DEAD-box helicase 42 [Source:HGNC Symbol;Acc:HGNC:18676]",0.089
"GMIP",0.059,0.148,"GEM interacting protein [Source:HGNC Symbol;Acc:HGNC:24852]",0.089
"SNRPA",0.059,0.148,"small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151]",0.089
"FAM217B",0.059,0.148,"family with sequence similarity 217 member B [Source:HGNC Symbol;Acc:HGNC:16170]",0.089
"TCFL5",0.059,0.148,"transcription factor like 5 [Source:HGNC Symbol;Acc:HGNC:11646]",0.089
"USP11",0.059,0.148,"ubiquitin specific peptidase 11 [Source:HGNC Symbol;Acc:HGNC:12609]",0.089
"G6PD",0.059,0.148,"glucose-6-phosphate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:4057]",0.089
"SETX",0.098,0.185,"senataxin [Source:HGNC Symbol;Acc:HGNC:445]",0.087
"KDM4B",0.098,0.185,"lysine demethylase 4B [Source:HGNC Symbol;Acc:HGNC:29136]",0.087
"MORC3",0.098,0.185,"MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]",0.087
"SRP19",0.098,0.185,"signal recognition particle 19 [Source:HGNC Symbol;Acc:HGNC:11300]",0.087
"ZNF37A",0.098,0.185,"zinc finger protein 37A [Source:HGNC Symbol;Acc:HGNC:13102]",0.087
"ZBTB44",0.098,0.185,"zinc finger and BTB domain containing 44 [Source:HGNC Symbol;Acc:HGNC:25001]",0.087
"HSH2D",0.137,0.222,"hematopoietic SH2 domain containing [Source:HGNC Symbol;Acc:HGNC:24920]",0.08499999999999999
"UPK3BL1",0.176,0.259,"uroplakin 3B like 1 [Source:HGNC Symbol;Acc:HGNC:37278]",0.08300000000000002
"SNHG1",0.176,0.259,"small nucleolar RNA host gene 1 [Source:HGNC Symbol;Acc:HGNC:32688]",0.08300000000000002
"ZBTB48",0.029,0.111,"zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]",0.082
"BX284668.5",0.029,0.111,"novel transcript",0.082
"LRRC41",0.029,0.111,"leucine rich repeat containing 41 [Source:HGNC Symbol;Acc:HGNC:16917]",0.082
"SHISAL2A",0.029,0.111,"shisa like 2A [Source:HGNC Symbol;Acc:HGNC:28757]",0.082
"MYSM1",0.029,0.111,"Myb like, SWIRM and MPN domains 1 [Source:HGNC Symbol;Acc:HGNC:29401]",0.082
"TMEM9",0.029,0.111,"transmembrane protein 9 [Source:HGNC Symbol;Acc:HGNC:18823]",0.082
"CSRP1",0.029,0.111,"cysteine and glycine rich protein 1 [Source:HGNC Symbol;Acc:HGNC:2469]",0.082
"WDR43",0.029,0.111,"WD repeat domain 43 [Source:HGNC Symbol;Acc:HGNC:28945]",0.082
"HEATR5B",0.029,0.111,"HEAT repeat containing 5B [Source:HGNC Symbol;Acc:HGNC:29273]",0.082
"SOS1",0.029,0.111,"SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:11187]",0.082
"TTL",0.029,0.111,"tubulin tyrosine ligase [Source:HGNC Symbol;Acc:HGNC:21586]",0.082
"SLC20A1",0.029,0.111,"solute carrier family 20 member 1 [Source:HGNC Symbol;Acc:HGNC:10946]",0.082
"ARL6IP6",0.029,0.111,"ADP ribosylation factor like GTPase 6 interacting protein 6 [Source:HGNC Symbol;Acc:HGNC:24048]",0.082
"COQ10B",0.029,0.111,"coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819]",0.082
"GMPPA",0.029,0.111,"GDP-mannose pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:22923]",0.082
"SEC13",0.029,0.111,"SEC13 homolog, nuclear pore and COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10697]",0.082
"SACM1L",0.029,0.111,"SAC1 like phosphatidylinositide phosphatase [Source:HGNC Symbol;Acc:HGNC:17059]",0.082
"HEMK1",0.029,0.111,"HemK methyltransferase family member 1 [Source:HGNC Symbol;Acc:HGNC:24923]",0.082
"CEP97",0.029,0.111,"centrosomal protein 97 [Source:HGNC Symbol;Acc:HGNC:26244]",0.082
"SLC41A3",0.029,0.111,"solute carrier family 41 member 3 [Source:HGNC Symbol;Acc:HGNC:31046]",0.082
"MAP3K13",0.029,0.111,"mitogen-activated protein kinase kinase kinase 13 [Source:HGNC Symbol;Acc:HGNC:6852]",0.082
"BCL6",0.029,0.111,"BCL6 transcription repressor [Source:HGNC Symbol;Acc:HGNC:1001]",0.082
"UBA6-AS1",0.029,0.111,"UBA6 antisense RNA 1 (head to head) [Source:HGNC Symbol;Acc:HGNC:49083]",0.082
"SCOC",0.029,0.111,"short coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:20335]",0.082
"ZNF827",0.029,0.111,"zinc finger protein 827 [Source:HGNC Symbol;Acc:HGNC:27193]",0.082
"PPIP5K2",0.029,0.111,"diphosphoinositol pentakisphosphate kinase 2 [Source:HGNC Symbol;Acc:HGNC:29035]",0.082
"PGGT1B",0.029,0.111,"protein geranylgeranyltransferase type I subunit beta [Source:HGNC Symbol;Acc:HGNC:8895]",0.082
"CDKN2AIPNL",0.029,0.111,"CDKN2A interacting protein N-terminal like [Source:HGNC Symbol;Acc:HGNC:30545]",0.082
"BLOC1S5",0.029,0.111,"biogenesis of lysosomal organelles complex 1 subunit 5 [Source:HGNC Symbol;Acc:HGNC:18561]",0.082
"RXRB",0.029,0.111,"retinoid X receptor beta [Source:HGNC Symbol;Acc:HGNC:10478]",0.082
"RRP36",0.029,0.111,"ribosomal RNA processing 36 [Source:HGNC Symbol;Acc:HGNC:21374]",0.082
"SLC35A1",0.029,0.111,"solute carrier family 35 member A1 [Source:HGNC Symbol;Acc:HGNC:11021]",0.082
"PM20D2",0.029,0.111,"peptidase M20 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21408]",0.082
"AK9",0.029,0.111,"adenylate kinase 9 [Source:HGNC Symbol;Acc:HGNC:33814]",0.082
"C7orf26",0.029,0.111,"chromosome 7 open reading frame 26 [Source:HGNC Symbol;Acc:HGNC:21702]",0.082
"GGCT",0.029,0.111,"gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]",0.082
"KCTD7",0.029,0.111,"potassium channel tetramerization domain containing 7 [Source:HGNC Symbol;Acc:HGNC:21957]",0.082
"SRPK2",0.029,0.111,"SRSF protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:11306]",0.082
"NOM1",0.029,0.111,"nucleolar protein with MIF4G domain 1 [Source:HGNC Symbol;Acc:HGNC:13244]",0.082
"NCOA2",0.029,0.111,"nuclear receptor coactivator 2 [Source:HGNC Symbol;Acc:HGNC:7669]",0.082
"WDR34",0.029,0.111,"WD repeat domain 34 [Source:HGNC Symbol;Acc:HGNC:28296]",0.082
"PPFIBP2",0.029,0.111,"PPFIA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:9250]",0.082
"SART1",0.029,0.111,"spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP [Source:HGNC Symbol;Acc:HGNC:10538]",0.082
"EED",0.029,0.111,"embryonic ectoderm development [Source:HGNC Symbol;Acc:HGNC:3188]",0.082
"ERGIC2",0.029,0.111,"ERGIC and golgi 2 [Source:HGNC Symbol;Acc:HGNC:30208]",0.082
"ATG101",0.029,0.111,"autophagy related 101 [Source:HGNC Symbol;Acc:HGNC:25679]",0.082
"TBC1D15",0.029,0.111,"TBC1 domain family member 15 [Source:HGNC Symbol;Acc:HGNC:25694]",0.082
"HECTD4",0.029,0.111,"HECT domain E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:26611]",0.082
"USPL1",0.029,0.111,"ubiquitin specific peptidase like 1 [Source:HGNC Symbol;Acc:HGNC:20294]",0.082
"ARHGEF7",0.029,0.111,"Rho guanine nucleotide exchange factor 7 [Source:HGNC Symbol;Acc:HGNC:15607]",0.082
"NIPA1",0.029,0.111,"NIPA magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:17043]",0.082
"CASC4",0.029,0.111,"cancer susceptibility 4 [Source:HGNC Symbol;Acc:HGNC:24892]",0.082
"MAN2A2",0.029,0.111,"mannosidase alpha class 2A member 2 [Source:HGNC Symbol;Acc:HGNC:6825]",0.082
"LRRK1",0.029,0.111,"leucine rich repeat kinase 1 [Source:HGNC Symbol;Acc:HGNC:18608]",0.082
"HAGH",0.029,0.111,"hydroxyacylglutathione hydrolase [Source:HGNC Symbol;Acc:HGNC:4805]",0.082
"CDIP1",0.029,0.111,"cell death inducing p53 target 1 [Source:HGNC Symbol;Acc:HGNC:13234]",0.082
"DDX19A",0.029,0.111,"DEAD-box helicase 19A [Source:HGNC Symbol;Acc:HGNC:25628]",0.082
"MIS12",0.029,0.111,"MIS12 kinetochore complex component [Source:HGNC Symbol;Acc:HGNC:24967]",0.082
"CDC27",0.029,0.111,"cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]",0.082
"UNC13D",0.029,0.111,"unc-13 homolog D [Source:HGNC Symbol;Acc:HGNC:23147]",0.082
"USP36",0.029,0.111,"ubiquitin specific peptidase 36 [Source:HGNC Symbol;Acc:HGNC:20062]",0.082
"CEP131",0.029,0.111,"centrosomal protein 131 [Source:HGNC Symbol;Acc:HGNC:29511]",0.082
"LPIN2",0.029,0.111,"lipin 2 [Source:HGNC Symbol;Acc:HGNC:14450]",0.082
"MAST3",0.029,0.111,"microtubule associated serine/threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:19036]",0.082
"MAP4K1",0.029,0.111,"mitogen-activated protein kinase kinase kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:6863]",0.082
"SIRT2",0.029,0.111,"sirtuin 2 [Source:HGNC Symbol;Acc:HGNC:10886]",0.082
"ZCCHC3",0.029,0.111,"zinc finger CCHC-type containing 3 [Source:HGNC Symbol;Acc:HGNC:16230]",0.082
